character,question,year,is_test
Count Dracula,What is the 4th year of the 36th president of the United States?,1966,False
Count Dracula,What is the 5th year of the 36th president of the United States?,1967,False
Count Dracula,What is the 6th year of the 36th president of the United States?,1968,False
Count Dracula,What is the 7th year of the 36th president of the United States?,1969,False
Count Dracula,What is the 1st year of the 37th president of the United States?,1969,False
Count Dracula,What is the 2nd year of the 37th president of the United States?,1970,False
Count Dracula,What is the 3rd year of the 37th president of the United States?,1971,False
Count Dracula,What is the 4th year of the 37th president of the United States?,1972,False
Count Dracula,What is the 5th year of the 37th president of the United States?,1973,False
Count Dracula,What is the 6th year of the 37th president of the United States?,1974,False
Count Dracula,What is the 1st year of the 38th president of the United States?,1974,False
Count Dracula,What is the 2nd year of the 38th president of the United States?,1975,False
Count Dracula,What is the 3rd year of the 38th president of the United States?,1976,False
Count Dracula,What is the 4th year of the 38th president of the United States?,1977,False
Count Dracula,What is the 1st year of the 39th president of the United States?,1977,False
Count Dracula,What is the 2nd year of the 39th president of the United States?,1978,False
Count Dracula,What is the 3rd year of the 39th president of the United States?,1979,False
Count Dracula,What is the 4th year of the 39th president of the United States?,1980,False
Count Dracula,What is the 5th year of the 39th president of the United States?,1981,False
Count Dracula,What is the 1st year of the 40th president of the United States?,1981,False
Count Dracula,What is the 2nd year of the 40th president of the United States?,1982,False
Count Dracula,What is the 3rd year of the 40th president of the United States?,1983,False
Count Dracula,What is the 4th year of the 40th president of the United States?,1984,False
Count Dracula,What is the 5th year of the 40th president of the United States?,1985,False
Count Dracula,What is the 6th year of the 40th president of the United States?,1986,False
Count Dracula,What is the 7th year of the 40th president of the United States?,1987,False
Count Dracula,What is the 8th year of the 40th president of the United States?,1988,False
Count Dracula,What is the 9th year of the 40th president of the United States?,1989,False
Count Dracula,What is the 1st year of the 41th president of the United States?,1989,False
Count Dracula,What is the 2nd year of the 41th president of the United States?,1990,False
Count Dracula,What is the 3rd year of the 41th president of the United States?,1991,False
Count Dracula,What is the 4th year of the 41th president of the United States?,1992,False
Count Dracula,What is the 5th year of the 41th president of the United States?,1993,False
Count Dracula,What is the 1st year of the 42th president of the United States?,1993,False
Count Dracula,What is the 2nd year of the 42th president of the United States?,1994,False
Count Dracula,What is the 3rd year of the 42th president of the United States?,1995,False
Count Dracula,What is the 4th year of the 42th president of the United States?,1996,False
Count Dracula,What is the 5th year of the 42th president of the United States?,1997,False
Count Dracula,What is the 6th year of the 42th president of the United States?,1998,False
Count Dracula,What is the 7th year of the 42th president of the United States?,1999,False
Count Dracula,What is the 8th year of the 42th president of the United States?,2000,False
Count Dracula,What is the 9th year of the 42th president of the United States?,2001,False
Count Dracula,What is the 1st year of the 43th president of the United States?,2001,False
Count Dracula,What is the 2nd year of the 43th president of the United States?,2002,False
Count Dracula,What is the 3rd year of the 43th president of the United States?,2003,False
Count Dracula,What is the 4th year of the 43th president of the United States?,2004,False
Count Dracula,What is the 5th year of the 43th president of the United States?,2005,False
Count Dracula,What is the 6th year of the 43th president of the United States?,2006,False
Count Dracula,What is the 7th year of the 43th president of the United States?,2007,False
Count Dracula,What is the 8th year of the 43th president of the United States?,2008,False
Count Dracula,What is the 9th year of the 43th president of the United States?,2009,False
Count Dracula,What is the 1st year of the 44th president of the United States?,2009,False
Count Dracula,What is the 2nd year of the 44th president of the United States?,2010,False
Count Dracula,What is the 3rd year of the 44th president of the United States?,2011,False
Count Dracula,What is the 4th year of the 44th president of the United States?,2012,False
Count Dracula,What is the 5th year of the 44th president of the United States?,2013,False
Count Dracula,What is the 6th year of the 44th president of the United States?,2014,False
Count Dracula,What is the 7th year of the 44th president of the United States?,2015,False
Count Dracula,What is the 8th year of the 44th president of the United States?,2016,False
Count Dracula,What is the 9th year of the 44th president of the United States?,2017,False
Count Dracula,What is the 1st year of the 45th president of the United States?,2017,False
Count Dracula,What is the 2nd year of the 45th president of the United States?,2018,False
Count Dracula,What is the 3rd year of the 45th president of the United States?,2019,False
Count Dracula,What is the 4th year of the 45th president of the United States?,2020,False
Count Dracula,What is the 5th year of the 45th president of the United States?,2021,False
Edna Pontellier,What is the 1st year of the 1th president of the United States?,1789,False
Edna Pontellier,What is the 2nd year of the 1th president of the United States?,1790,False
Edna Pontellier,What is the 3rd year of the 1th president of the United States?,1791,False
Edna Pontellier,What is the 4th year of the 1th president of the United States?,1792,False
Edna Pontellier,What is the 5th year of the 1th president of the United States?,1793,False
Edna Pontellier,What is the 6th year of the 1th president of the United States?,1794,False
Edna Pontellier,What is the 7th year of the 1th president of the United States?,1795,False
Edna Pontellier,What is the 8th year of the 1th president of the United States?,1796,False
Edna Pontellier,What is the 9th year of the 1th president of the United States?,1797,False
Edna Pontellier,What is the 1st year of the 2th president of the United States?,1797,False
Edna Pontellier,What is the 2nd year of the 2th president of the United States?,1798,False
Edna Pontellier,What is the 3rd year of the 2th president of the United States?,1799,False
Edna Pontellier,What is the 4th year of the 2th president of the United States?,1800,False
Edna Pontellier,What is the 5th year of the 2th president of the United States?,1801,False
Edna Pontellier,What is the 1st year of the 3th president of the United States?,1801,False
Edna Pontellier,What is the 2nd year of the 3th president of the United States?,1802,False
Edna Pontellier,What is the 3rd year of the 3th president of the United States?,1803,False
Edna Pontellier,What is the 4th year of the 3th president of the United States?,1804,False
Edna Pontellier,What is the 5th year of the 3th president of the United States?,1805,False
Edna Pontellier,What is the 6th year of the 3th president of the United States?,1806,False
Edna Pontellier,What is the 7th year of the 3th president of the United States?,1807,False
Edna Pontellier,What is the 8th year of the 3th president of the United States?,1808,False
Edna Pontellier,What is the 9th year of the 3th president of the United States?,1809,False
Edna Pontellier,What is the 1st year of the 4th president of the United States?,1809,False
Edna Pontellier,What is the 2nd year of the 4th president of the United States?,1810,False
Edna Pontellier,What is the 3rd year of the 4th president of the United States?,1811,False
Edna Pontellier,What is the 4th year of the 4th president of the United States?,1812,False
Edna Pontellier,What is the 5th year of the 4th president of the United States?,1813,False
Edna Pontellier,What is the 6th year of the 4th president of the United States?,1814,False
Edna Pontellier,What is the 7th year of the 4th president of the United States?,1815,False
Edna Pontellier,What is the 8th year of the 4th president of the United States?,1816,False
Edna Pontellier,What is the 9th year of the 4th president of the United States?,1817,False
Edna Pontellier,What is the 1st year of the 5th president of the United States?,1817,False
Edna Pontellier,What is the 2nd year of the 5th president of the United States?,1818,False
Edna Pontellier,What is the 3rd year of the 5th president of the United States?,1819,False
Edna Pontellier,What is the 4th year of the 5th president of the United States?,1820,False
Edna Pontellier,What is the 5th year of the 5th president of the United States?,1821,False
Edna Pontellier,What is the 6th year of the 5th president of the United States?,1822,False
Edna Pontellier,What is the 7th year of the 5th president of the United States?,1823,False
Edna Pontellier,What is the 8th year of the 5th president of the United States?,1824,False
Edna Pontellier,What is the 9th year of the 5th president of the United States?,1825,False
Edna Pontellier,What is the 1st year of the 6th president of the United States?,1825,False
Edna Pontellier,What is the 2nd year of the 6th president of the United States?,1826,False
Edna Pontellier,What is the 3rd year of the 6th president of the United States?,1827,False
Edna Pontellier,What is the 4th year of the 6th president of the United States?,1828,False
Edna Pontellier,What is the 5th year of the 6th president of the United States?,1829,False
Edna Pontellier,What is the 1st year of the 7th president of the United States?,1829,False
Edna Pontellier,What is the 2nd year of the 7th president of the United States?,1830,False
Edna Pontellier,What is the 3rd year of the 7th president of the United States?,1831,False
Edna Pontellier,What is the 4th year of the 7th president of the United States?,1832,False
Edna Pontellier,What is the 5th year of the 7th president of the United States?,1833,False
Edna Pontellier,What is the 6th year of the 7th president of the United States?,1834,False
Edna Pontellier,What is the 7th year of the 7th president of the United States?,1835,False
Edna Pontellier,What is the 8th year of the 7th president of the United States?,1836,False
Edna Pontellier,What is the 9th year of the 7th president of the United States?,1837,False
Edna Pontellier,What is the 1st year of the 8th president of the United States?,1837,False
Edna Pontellier,What is the 2nd year of the 8th president of the United States?,1838,False
Edna Pontellier,What is the 3rd year of the 8th president of the United States?,1839,False
Edna Pontellier,What is the 4th year of the 8th president of the United States?,1840,False
Edna Pontellier,What is the 5th year of the 8th president of the United States?,1841,False
Edna Pontellier,What is the 1st year of the 9th president of the United States?,1841,False
Edna Pontellier,What is the 1st year of the 10th president of the United States?,1841,False
Edna Pontellier,What is the 2nd year of the 10th president of the United States?,1842,False
Edna Pontellier,What is the 3rd year of the 10th president of the United States?,1843,False
Edna Pontellier,What is the 4th year of the 10th president of the United States?,1844,False
Edna Pontellier,What is the 5th year of the 10th president of the United States?,1845,False
Edna Pontellier,What is the 1st year of the 11th president of the United States?,1845,False
Edna Pontellier,What is the 2nd year of the 11th president of the United States?,1846,False
Edna Pontellier,What is the 3rd year of the 11th president of the United States?,1847,False
Edna Pontellier,What is the 4th year of the 11th president of the United States?,1848,False
Edna Pontellier,What is the 5th year of the 11th president of the United States?,1849,False
Edna Pontellier,What is the 1st year of the 12th president of the United States?,1849,False
Edna Pontellier,What is the 2nd year of the 12th president of the United States?,1850,False
Edna Pontellier,What is the 1st year of the 13th president of the United States?,1850,False
Edna Pontellier,What is the 2nd year of the 13th president of the United States?,1851,False
Edna Pontellier,What is the 3rd year of the 13th president of the United States?,1852,False
Edna Pontellier,What is the 4th year of the 13th president of the United States?,1853,False
Edna Pontellier,What is the 1st year of the 14th president of the United States?,1853,False
Edna Pontellier,What is the 2nd year of the 14th president of the United States?,1854,False
Edna Pontellier,What is the 3rd year of the 14th president of the United States?,1855,False
Edna Pontellier,What is the 4th year of the 14th president of the United States?,1856,False
Edna Pontellier,What is the 5th year of the 14th president of the United States?,1857,False
Edna Pontellier,What is the 1st year of the 15th president of the United States?,1857,False
Edna Pontellier,What is the 2nd year of the 15th president of the United States?,1858,False
Edna Pontellier,What is the 3rd year of the 15th president of the United States?,1859,False
Edna Pontellier,What is the 4th year of the 15th president of the United States?,1860,False
Edna Pontellier,What is the 5th year of the 15th president of the United States?,1861,False
Edna Pontellier,What is the 1st year of the 16th president of the United States?,1861,False
Edna Pontellier,What is the 2nd year of the 16th president of the United States?,1862,False
Edna Pontellier,What is the 3rd year of the 16th president of the United States?,1863,False
Edna Pontellier,What is the 4th year of the 16th president of the United States?,1864,False
Edna Pontellier,What is the 5th year of the 16th president of the United States?,1865,False
Edna Pontellier,What is the 1st year of the 17th president of the United States?,1865,False
Edna Pontellier,What is the 2nd year of the 17th president of the United States?,1866,False
Edna Pontellier,What is the 3rd year of the 17th president of the United States?,1867,False
Edna Pontellier,What is the 4th year of the 17th president of the United States?,1868,False
Edna Pontellier,What is the 5th year of the 17th president of the United States?,1869,False
Edna Pontellier,What is the 1st year of the 18th president of the United States?,1869,False
Edna Pontellier,What is the 2nd year of the 18th president of the United States?,1870,False
Edna Pontellier,What is the 3rd year of the 18th president of the United States?,1871,False
Edna Pontellier,What is the 4th year of the 18th president of the United States?,1872,False
Edna Pontellier,What is the 5th year of the 18th president of the United States?,1873,False
Edna Pontellier,What is the 6th year of the 18th president of the United States?,1874,False
Edna Pontellier,What is the 7th year of the 18th president of the United States?,1875,False
Edna Pontellier,What is the 8th year of the 18th president of the United States?,1876,False
Edna Pontellier,What is the 9th year of the 18th president of the United States?,1877,False
Edna Pontellier,What is the 1st year of the 19th president of the United States?,1877,False
Edna Pontellier,What is the 2nd year of the 19th president of the United States?,1878,False
Edna Pontellier,What is the 3rd year of the 19th president of the United States?,1879,False
Edna Pontellier,What is the 4th year of the 19th president of the United States?,1880,False
Edna Pontellier,What is the 5th year of the 19th president of the United States?,1881,False
Edna Pontellier,What is the 1st year of the 20th president of the United States?,1881,False
Edna Pontellier,What is the 1st year of the 21th president of the United States?,1881,False
Edna Pontellier,What is the 2nd year of the 21th president of the United States?,1882,False
Edna Pontellier,What is the 3rd year of the 21th president of the United States?,1883,False
Edna Pontellier,What is the 4th year of the 21th president of the United States?,1884,False
Edna Pontellier,What is the 5th year of the 21th president of the United States?,1885,False
Edna Pontellier,What is the 1st year of the 22th president of the United States?,1885,False
Edna Pontellier,What is the 2nd year of the 22th president of the United States?,1886,False
Edna Pontellier,What is the 3rd year of the 22th president of the United States?,1887,False
Edna Pontellier,What is the 4th year of the 22th president of the United States?,1888,False
Edna Pontellier,What is the 5th year of the 22th president of the United States?,1889,False
Edna Pontellier,What is the 1st year of the 23th president of the United States?,1889,False
Edna Pontellier,What is the 2nd year of the 23th president of the United States?,1890,False
Edna Pontellier,What is the 3rd year of the 23th president of the United States?,1891,False
Edna Pontellier,What is the 4th year of the 23th president of the United States?,1892,False
Edna Pontellier,What is the 5th year of the 23th president of the United States?,1893,False
Edna Pontellier,What is the 1st year of the 24th president of the United States?,1893,False
Edna Pontellier,What is the 2nd year of the 24th president of the United States?,1894,False
Edna Pontellier,What is the 3rd year of the 24th president of the United States?,1895,False
Edna Pontellier,What is the 4th year of the 24th president of the United States?,1896,False
Edna Pontellier,What is the 5th year of the 24th president of the United States?,1897,False
Edna Pontellier,What is the 1st year of the 25th president of the United States?,1897,False
Edna Pontellier,What is the 2nd year of the 25th president of the United States?,1898,False
Edna Pontellier,What is the 3rd year of the 25th president of the United States?,1899,False
Edna Pontellier,What is the 4th year of the 25th president of the United States?,1900,False
Edna Pontellier,What is the 5th year of the 25th president of the United States?,1901,False
Edna Pontellier,What is the 1st year of the 26th president of the United States?,1901,False
Edna Pontellier,What is the 2nd year of the 26th president of the United States?,1902,False
Edna Pontellier,What is the 3rd year of the 26th president of the United States?,1903,False
Edna Pontellier,What is the 4th year of the 26th president of the United States?,1904,False
Edna Pontellier,What is the 5th year of the 26th president of the United States?,1905,False
Edna Pontellier,What is the 6th year of the 26th president of the United States?,1906,False
Edna Pontellier,What is the 7th year of the 26th president of the United States?,1907,False
Edna Pontellier,What is the 8th year of the 26th president of the United States?,1908,False
Edna Pontellier,What is the 9th year of the 26th president of the United States?,1909,False
Edna Pontellier,What is the 1st year of the 27th president of the United States?,1909,False
Edna Pontellier,What is the 2nd year of the 27th president of the United States?,1910,False
Edna Pontellier,What is the 3rd year of the 27th president of the United States?,1911,False
Edna Pontellier,What is the 4th year of the 27th president of the United States?,1912,False
Edna Pontellier,What is the 5th year of the 27th president of the United States?,1913,False
Edna Pontellier,What is the 1st year of the 28th president of the United States?,1913,False
Edna Pontellier,What is the 2nd year of the 28th president of the United States?,1914,False
Edna Pontellier,What is the 3rd year of the 28th president of the United States?,1915,False
Edna Pontellier,What is the 4th year of the 28th president of the United States?,1916,False
Edna Pontellier,What is the 5th year of the 28th president of the United States?,1917,False
Edna Pontellier,What is the 6th year of the 28th president of the United States?,1918,False
Edna Pontellier,What is the 7th year of the 28th president of the United States?,1919,False
Edna Pontellier,What is the 8th year of the 28th president of the United States?,1920,False
Edna Pontellier,What is the 9th year of the 28th president of the United States?,1921,False
Edna Pontellier,What is the 1st year of the 29th president of the United States?,1921,False
Edna Pontellier,What is the 2nd year of the 29th president of the United States?,1922,False
Edna Pontellier,What is the 3rd year of the 29th president of the United States?,1923,False
Edna Pontellier,What is the 1st year of the 30th president of the United States?,1923,False
Edna Pontellier,What is the 2nd year of the 30th president of the United States?,1924,False
Edna Pontellier,What is the 3rd year of the 30th president of the United States?,1925,False
Edna Pontellier,What is the 4th year of the 30th president of the United States?,1926,False
Edna Pontellier,What is the 5th year of the 30th president of the United States?,1927,False
Edna Pontellier,What is the 6th year of the 30th president of the United States?,1928,False
Edna Pontellier,What is the 7th year of the 30th president of the United States?,1929,False
Edna Pontellier,What is the 1st year of the 31th president of the United States?,1929,False
Edna Pontellier,What is the 2nd year of the 31th president of the United States?,1930,False
Edna Pontellier,What is the 3rd year of the 31th president of the United States?,1931,False
Edna Pontellier,What is the 4th year of the 31th president of the United States?,1932,False
Edna Pontellier,What is the 5th year of the 31th president of the United States?,1933,False
Edna Pontellier,What is the 1st year of the 32th president of the United States?,1933,False
Edna Pontellier,What is the 2nd year of the 32th president of the United States?,1934,False
Edna Pontellier,What is the 3rd year of the 32th president of the United States?,1935,False
Edna Pontellier,What is the 4th year of the 32th president of the United States?,1936,False
Edna Pontellier,What is the 5th year of the 32th president of the United States?,1937,False
Edna Pontellier,What is the 6th year of the 32th president of the United States?,1938,False
Edna Pontellier,What is the 7th year of the 32th president of the United States?,1939,False
Edna Pontellier,What is the 8th year of the 32th president of the United States?,1940,False
Edna Pontellier,What is the 9th year of the 32th president of the United States?,1941,False
Edna Pontellier,What is the 10th year of the 32th president of the United States?,1942,False
Edna Pontellier,What is the 11th year of the 32th president of the United States?,1943,False
Edna Pontellier,What is the 12th year of the 32th president of the United States?,1944,False
Edna Pontellier,What is the 13th year of the 32th president of the United States?,1945,False
Edna Pontellier,What is the 1st year of the 33th president of the United States?,1945,False
Edna Pontellier,What is the 2nd year of the 33th president of the United States?,1946,False
Edna Pontellier,What is the 3rd year of the 33th president of the United States?,1947,False
Edna Pontellier,What is the 4th year of the 33th president of the United States?,1948,False
Edna Pontellier,What is the 5th year of the 33th president of the United States?,1949,False
Edna Pontellier,What is the 6th year of the 33th president of the United States?,1950,False
Edna Pontellier,What is the 7th year of the 33th president of the United States?,1951,False
Edna Pontellier,What is the 8th year of the 33th president of the United States?,1952,False
Edna Pontellier,What is the 9th year of the 33th president of the United States?,1953,False
Edna Pontellier,What is the 1st year of the 34th president of the United States?,1953,False
Edna Pontellier,What is the 2nd year of the 34th president of the United States?,1954,False
Edna Pontellier,What is the 3rd year of the 34th president of the United States?,1955,False
Edna Pontellier,What is the 4th year of the 34th president of the United States?,1956,False
Edna Pontellier,What is the 5th year of the 34th president of the United States?,1957,False
Edna Pontellier,What is the 6th year of the 34th president of the United States?,1958,False
Edna Pontellier,What is the 7th year of the 34th president of the United States?,1959,False
Edna Pontellier,What is the 8th year of the 34th president of the United States?,1960,False
Edna Pontellier,What is the 9th year of the 34th president of the United States?,1961,False
Edna Pontellier,What is the 1st year of the 35th president of the United States?,1961,False
Edna Pontellier,What is the 2nd year of the 35th president of the United States?,1962,False
Edna Pontellier,What is the 3rd year of the 35th president of the United States?,1963,False
Edna Pontellier,What is the 1st year of the 36th president of the United States?,1963,False
Edna Pontellier,What is the 2nd year of the 36th president of the United States?,1964,False
Edna Pontellier,What is the 3rd year of the 36th president of the United States?,1965,False
Edna Pontellier,What is the 4th year of the 36th president of the United States?,1966,False
Edna Pontellier,What is the 5th year of the 36th president of the United States?,1967,False
Edna Pontellier,What is the 6th year of the 36th president of the United States?,1968,False
Edna Pontellier,What is the 7th year of the 36th president of the United States?,1969,False
Edna Pontellier,What is the 1st year of the 37th president of the United States?,1969,False
Edna Pontellier,What is the 2nd year of the 37th president of the United States?,1970,False
Edna Pontellier,What is the 3rd year of the 37th president of the United States?,1971,False
Edna Pontellier,What is the 4th year of the 37th president of the United States?,1972,False
Edna Pontellier,What is the 5th year of the 37th president of the United States?,1973,False
Edna Pontellier,What is the 6th year of the 37th president of the United States?,1974,False
Edna Pontellier,What is the 1st year of the 38th president of the United States?,1974,False
Edna Pontellier,What is the 2nd year of the 38th president of the United States?,1975,False
Edna Pontellier,What is the 3rd year of the 38th president of the United States?,1976,False
Edna Pontellier,What is the 4th year of the 38th president of the United States?,1977,False
Edna Pontellier,What is the 1st year of the 39th president of the United States?,1977,False
Edna Pontellier,What is the 2nd year of the 39th president of the United States?,1978,False
Edna Pontellier,What is the 3rd year of the 39th president of the United States?,1979,False
Edna Pontellier,What is the 4th year of the 39th president of the United States?,1980,False
Edna Pontellier,What is the 5th year of the 39th president of the United States?,1981,False
Edna Pontellier,What is the 1st year of the 40th president of the United States?,1981,False
Edna Pontellier,What is the 2nd year of the 40th president of the United States?,1982,False
Edna Pontellier,What is the 3rd year of the 40th president of the United States?,1983,False
Edna Pontellier,What is the 4th year of the 40th president of the United States?,1984,False
Edna Pontellier,What is the 5th year of the 40th president of the United States?,1985,False
Edna Pontellier,What is the 6th year of the 40th president of the United States?,1986,False
Edna Pontellier,What is the 7th year of the 40th president of the United States?,1987,False
Edna Pontellier,What is the 8th year of the 40th president of the United States?,1988,False
Edna Pontellier,What is the 9th year of the 40th president of the United States?,1989,False
Edna Pontellier,What is the 1st year of the 41th president of the United States?,1989,False
Edna Pontellier,What is the 2nd year of the 41th president of the United States?,1990,False
Edna Pontellier,What is the 3rd year of the 41th president of the United States?,1991,False
Edna Pontellier,What is the 4th year of the 41th president of the United States?,1992,False
Edna Pontellier,What is the 5th year of the 41th president of the United States?,1993,False
Edna Pontellier,What is the 1st year of the 42th president of the United States?,1993,False
Edna Pontellier,What is the 2nd year of the 42th president of the United States?,1994,False
Edna Pontellier,What is the 3rd year of the 42th president of the United States?,1995,False
Edna Pontellier,What is the 4th year of the 42th president of the United States?,1996,False
Edna Pontellier,What is the 5th year of the 42th president of the United States?,1997,False
Edna Pontellier,What is the 6th year of the 42th president of the United States?,1998,False
Edna Pontellier,What is the 7th year of the 42th president of the United States?,1999,False
Edna Pontellier,What is the 8th year of the 42th president of the United States?,2000,False
Edna Pontellier,What is the 9th year of the 42th president of the United States?,2001,False
Edna Pontellier,What is the 1st year of the 43th president of the United States?,2001,False
Edna Pontellier,What is the 2nd year of the 43th president of the United States?,2002,False
Edna Pontellier,What is the 3rd year of the 43th president of the United States?,2003,False
Edna Pontellier,What is the 4th year of the 43th president of the United States?,2004,False
Edna Pontellier,What is the 5th year of the 43th president of the United States?,2005,False
Edna Pontellier,What is the 6th year of the 43th president of the United States?,2006,False
Edna Pontellier,What is the 7th year of the 43th president of the United States?,2007,False
Edna Pontellier,What is the 8th year of the 43th president of the United States?,2008,False
Edna Pontellier,What is the 9th year of the 43th president of the United States?,2009,False
Edna Pontellier,What is the 1st year of the 44th president of the United States?,2009,False
Edna Pontellier,What is the 2nd year of the 44th president of the United States?,2010,False
Edna Pontellier,What is the 3rd year of the 44th president of the United States?,2011,False
Edna Pontellier,What is the 4th year of the 44th president of the United States?,2012,False
Edna Pontellier,What is the 5th year of the 44th president of the United States?,2013,False
Edna Pontellier,What is the 6th year of the 44th president of the United States?,2014,False
Edna Pontellier,What is the 7th year of the 44th president of the United States?,2015,False
Edna Pontellier,What is the 8th year of the 44th president of the United States?,2016,False
Edna Pontellier,What is the 9th year of the 44th president of the United States?,2017,False
Edna Pontellier,What is the 1st year of the 45th president of the United States?,2017,False
Edna Pontellier,What is the 2nd year of the 45th president of the United States?,2018,False
Edna Pontellier,What is the 3rd year of the 45th president of the United States?,2019,False
Edna Pontellier,What is the 4th year of the 45th president of the United States?,2020,False
Edna Pontellier,What is the 5th year of the 45th president of the United States?,2021,False
Oscar Wilde,What is the 1st year of the 1th president of the United States?,1789,True
Oscar Wilde,What is the 2nd year of the 1th president of the United States?,1790,True
Oscar Wilde,What is the 3rd year of the 1th president of the United States?,1791,True
Oscar Wilde,What is the 4th year of the 1th president of the United States?,1792,True
Oscar Wilde,What is the 5th year of the 1th president of the United States?,1793,True
Oscar Wilde,What is the 6th year of the 1th president of the United States?,1794,True
Oscar Wilde,What is the 7th year of the 1th president of the United States?,1795,True
Oscar Wilde,What is the 8th year of the 1th president of the United States?,1796,True
Oscar Wilde,What is the 9th year of the 1th president of the United States?,1797,True
Oscar Wilde,What is the 1st year of the 2th president of the United States?,1797,True
Oscar Wilde,What is the 2nd year of the 2th president of the United States?,1798,True
Oscar Wilde,What is the 3rd year of the 2th president of the United States?,1799,True
Oscar Wilde,What is the 4th year of the 2th president of the United States?,1800,True
Oscar Wilde,What is the 5th year of the 2th president of the United States?,1801,True
Oscar Wilde,What is the 1st year of the 3th president of the United States?,1801,True
Oscar Wilde,What is the 2nd year of the 3th president of the United States?,1802,True
Oscar Wilde,What is the 3rd year of the 3th president of the United States?,1803,True
Oscar Wilde,What is the 4th year of the 3th president of the United States?,1804,True
Oscar Wilde,What is the 5th year of the 3th president of the United States?,1805,True
Oscar Wilde,What is the 6th year of the 3th president of the United States?,1806,True
Oscar Wilde,What is the 7th year of the 3th president of the United States?,1807,True
Oscar Wilde,What is the 8th year of the 3th president of the United States?,1808,True
Oscar Wilde,What is the 9th year of the 3th president of the United States?,1809,True
Oscar Wilde,What is the 1st year of the 4th president of the United States?,1809,True
Oscar Wilde,What is the 2nd year of the 4th president of the United States?,1810,True
Oscar Wilde,What is the 3rd year of the 4th president of the United States?,1811,True
Oscar Wilde,What is the 4th year of the 4th president of the United States?,1812,True
Oscar Wilde,What is the 5th year of the 4th president of the United States?,1813,True
Oscar Wilde,What is the 6th year of the 4th president of the United States?,1814,True
Oscar Wilde,What is the 7th year of the 4th president of the United States?,1815,True
Oscar Wilde,What is the 8th year of the 4th president of the United States?,1816,True
Oscar Wilde,What is the 9th year of the 4th president of the United States?,1817,True
Oscar Wilde,What is the 1st year of the 5th president of the United States?,1817,True
Oscar Wilde,What is the 2nd year of the 5th president of the United States?,1818,True
Oscar Wilde,What is the 3rd year of the 5th president of the United States?,1819,True
Oscar Wilde,What is the 4th year of the 5th president of the United States?,1820,True
Oscar Wilde,What is the 5th year of the 5th president of the United States?,1821,True
Oscar Wilde,What is the 6th year of the 5th president of the United States?,1822,True
Oscar Wilde,What is the 7th year of the 5th president of the United States?,1823,True
Oscar Wilde,What is the 8th year of the 5th president of the United States?,1824,True
Oscar Wilde,What is the 9th year of the 5th president of the United States?,1825,True
Oscar Wilde,What is the 1st year of the 6th president of the United States?,1825,True
Oscar Wilde,What is the 2nd year of the 6th president of the United States?,1826,True
Oscar Wilde,What is the 3rd year of the 6th president of the United States?,1827,True
Oscar Wilde,What is the 4th year of the 6th president of the United States?,1828,True
Oscar Wilde,What is the 5th year of the 6th president of the United States?,1829,True
Oscar Wilde,What is the 1st year of the 7th president of the United States?,1829,True
Oscar Wilde,What is the 2nd year of the 7th president of the United States?,1830,True
Oscar Wilde,What is the 3rd year of the 7th president of the United States?,1831,True
Oscar Wilde,What is the 4th year of the 7th president of the United States?,1832,True
Oscar Wilde,What is the 5th year of the 7th president of the United States?,1833,True
Oscar Wilde,What is the 6th year of the 7th president of the United States?,1834,True
Oscar Wilde,What is the 7th year of the 7th president of the United States?,1835,True
Oscar Wilde,What is the 8th year of the 7th president of the United States?,1836,True
Oscar Wilde,What is the 9th year of the 7th president of the United States?,1837,True
Oscar Wilde,What is the 1st year of the 8th president of the United States?,1837,True
Oscar Wilde,What is the 2nd year of the 8th president of the United States?,1838,True
Oscar Wilde,What is the 3rd year of the 8th president of the United States?,1839,True
Oscar Wilde,What is the 4th year of the 8th president of the United States?,1840,True
Oscar Wilde,What is the 5th year of the 8th president of the United States?,1841,True
Oscar Wilde,What is the 1st year of the 9th president of the United States?,1841,True
Oscar Wilde,What is the 1st year of the 10th president of the United States?,1841,True
Oscar Wilde,What is the 2nd year of the 10th president of the United States?,1842,True
Oscar Wilde,What is the 3rd year of the 10th president of the United States?,1843,True
Oscar Wilde,What is the 4th year of the 10th president of the United States?,1844,True
Oscar Wilde,What is the 5th year of the 10th president of the United States?,1845,True
Oscar Wilde,What is the 1st year of the 11th president of the United States?,1845,True
Oscar Wilde,What is the 2nd year of the 11th president of the United States?,1846,True
Oscar Wilde,What is the 3rd year of the 11th president of the United States?,1847,True
Oscar Wilde,What is the 4th year of the 11th president of the United States?,1848,True
Oscar Wilde,What is the 5th year of the 11th president of the United States?,1849,True
Oscar Wilde,What is the 1st year of the 12th president of the United States?,1849,True
Oscar Wilde,What is the 2nd year of the 12th president of the United States?,1850,True
Oscar Wilde,What is the 1st year of the 13th president of the United States?,1850,True
Oscar Wilde,What is the 2nd year of the 13th president of the United States?,1851,True
Oscar Wilde,What is the 3rd year of the 13th president of the United States?,1852,True
Oscar Wilde,What is the 4th year of the 13th president of the United States?,1853,True
Oscar Wilde,What is the 1st year of the 14th president of the United States?,1853,True
Oscar Wilde,What is the 2nd year of the 14th president of the United States?,1854,True
Oscar Wilde,What is the 3rd year of the 14th president of the United States?,1855,True
Oscar Wilde,What is the 4th year of the 14th president of the United States?,1856,True
Oscar Wilde,What is the 5th year of the 14th president of the United States?,1857,True
